season,week,team_abbr,opponent_abbr,predicted_winner,winner_probability
2025,5,IND,LV,IND,0.752522
2025,5,JAX,KC,JAX,0.523973
2025,5,LAC,WSH,LAC,0.613456
2025,5,PHI,DEN,DEN,0.54264
2025,5,NO,NYG,NYG,0.605386
2025,5,CAR,MIA,CAR,0.622012
2025,5,BUF,NE,BUF,0.677339
2025,5,SEA,TB,SEA,0.64448
2025,5,LAR,SF,LAR,0.713385
2025,5,ARI,TEN,ARI,0.58413
2025,5,NYJ,DAL,DAL,0.619811
2025,5,BAL,HOU,BAL,0.646959
2025,5,CLE,MIN,MIN,0.51857
2025,5,CIN,DET,DET,0.738004
