season,week,team_abbr,opponent_abbr,predicted_winner,winner_probability
2025,12,HOU,BUF,BUF,0.673549
2025,12,TEN,SEA,SEA,0.739722
2025,12,KC,IND,IND,0.500338
2025,12,LV,CLE,LV,0.683081
2025,12,DAL,PHI,DAL,0.525665
2025,12,GB,MIN,GB,0.776775
2025,12,CHI,PIT,CHI,0.569767
2025,12,DET,NYG,DET,0.745718
2025,12,NO,ATL,ATL,0.617231
2025,12,SF,CAR,SF,0.711617
2025,12,LAR,TB,LAR,0.676285
2025,12,ARI,JAX,JAX,0.697464
2025,12,BAL,NYJ,BAL,0.807169
2025,12,CIN,NE,NE,0.762644
