season,week,team_abbr,opponent_abbr,predicted_winner,winner_probability
2025,9,NE,ATL,NE,0.601449
2025,9,HOU,DEN,HOU,0.50863
2025,9,TEN,LAC,LAC,0.785653
2025,9,LV,JAX,JAX,0.677927
2025,9,DAL,ARI,DAL,0.661505
2025,9,NYG,SF,NYG,0.602212
2025,9,WSH,SEA,SEA,0.673052
2025,9,GB,CAR,GB,0.682239
2025,9,DET,MIN,DET,0.818995
2025,9,BUF,KC,KC,0.643001
2025,9,LAR,NO,LAR,0.732763
2025,9,MIA,BAL,BAL,0.517253
2025,9,PIT,IND,IND,0.708403
2025,9,CIN,CHI,CHI,0.717084
