season,week,team_abbr,opponent_abbr,predicted_winner,winner_probability
2025,8,NE,CLE,NE,0.78799
2025,8,HOU,SF,HOU,0.611474
2025,8,IND,TEN,IND,0.830546
2025,8,KC,WSH,KC,0.721347
2025,8,DEN,DAL,DAL,0.502829
2025,8,LAC,MIN,LAC,0.660839
2025,8,PHI,NYG,PHI,0.549124
2025,8,NO,TB,TB,0.697372
2025,8,ATL,MIA,ATL,0.709691
2025,8,CAR,BUF,BUF,0.620983
2025,8,BAL,CHI,CHI,0.600767
2025,8,PIT,GB,GB,0.522176
2025,8,CIN,NYJ,NYJ,0.505808
