season,week,team_abbr,opponent_abbr,predicted_winner,winner_probability
2025,14,JAX,IND,IND,0.58003
2025,14,KC,HOU,KC,0.53729
2025,14,LV,DEN,DEN,0.61046
2025,14,LAC,PHI,LAC,0.713925
2025,14,GB,CHI,GB,0.554561
2025,14,MIN,WSH,WSH,0.624916
2025,14,DET,DAL,DET,0.580633
2025,14,ATL,SEA,SEA,0.675379
2025,14,TB,NO,TB,0.675399
2025,14,BUF,CIN,BUF,0.746766
2025,14,ARI,LAR,LAR,0.764102
2025,14,NYJ,MIA,MIA,0.67154
2025,14,BAL,PIT,BAL,0.561812
2025,14,CLE,TEN,TEN,0.540189
