season,week,team_abbr,opponent_abbr,predicted_winner,winner_probability
2025,6,IND,ARI,IND,0.747042
2025,6,JAX,SEA,SEA,0.54347
2025,6,KC,DET,DET,0.608202
2025,6,LV,TEN,LV,0.761126
2025,6,NYG,PHI,PHI,0.542065
2025,6,WSH,CHI,WSH,0.647432
2025,6,GB,CIN,GB,0.780595
2025,6,NO,NE,NE,0.688614
2025,6,ATL,BUF,BUF,0.570109
2025,6,TB,SF,TB,0.608478
2025,6,CAR,DAL,CAR,0.50416
2025,6,NYJ,DEN,DEN,0.63374
2025,6,MIA,LAC,LAC,0.654284
2025,6,BAL,LAR,LAR,0.750306
2025,6,PIT,CLE,PIT,0.756368
